Fitted_value,Residual_of_yield_stress
157.91074615953428,1.3668057232250646
204.00815306373966,1.2711650510866175
179.82840104928871,1.1197422215237647
179.5660193353949,0.24310253278186922
169.07003632977577,2.3815656006457555
168.53842609075656,2.1663952206451365
149.94123649838593,1.4332230881509047
168.40672916515342,2.208918192359985
183.01818155838185,0.6043924252273358
217.8255837353106,0.5379750603014957
202.28064305251087,0.5512568665128472
180.62831698235428,1.6669833536917849
158.1761047478766,-0.5910522819324102
154.3239994427291,-0.44493336476392553
166.54648032226453,-0.5219633166894067
191.38763430169075,-0.8274460501032213
112.47762878851927,-1.3162274717660418
161.3658257194808,0.2032511613841841
156.30222182001341,-0.31293678403135416
184.61405418149647,0.6999902374676465
143.29735879791428,0.9204877456407909
155.9188599285312,-0.7079324147028503
107.03066299756968,-0.9656073128510645
99.7244605010437,-1.5632909734673417
140.24317491995185,-0.08629602379200563
131.07577098071343,0.1528098234886528
129.48284546330288,-1.1329514040188302
139.17995444191345,-0.9709528945908428
132.13905099624083,-0.556489345743655
147.6820864793935,-1.2710721879739886
104.90606770365096,-1.4968938479378435
94.94172470579551,-1.2046738718917647
137.32071773633703,-1.4171911051424733
106.63265488380068,-1.6244044259988142
299.9234050204392,1.0639553018884547
307.3652041480959,0.9152005009845872
282.9182181144001,0.3015420038907264
196.30394245344465,0.3360882723413172
191.65489808968013,-0.9177780476363955
164.02107865259518,1.2791453260090528
149.27596459662755,0.7531448450257514
180.76096650778095,1.7812287932795678
159.239325225915,-0.19786986306262566
145.8228497738171,2.0893658639960186
153.12708753320703,0.413095603765004
245.85547631777303,-0.10490436289951965
185.13979997785205,1.0498520142961572
200.42238871550248,1.4146147490433907
201.3529596681142,0.17403023527702954
207.46326239243064,0.5725010893557441
219.95110186030837,-1.459695028013706
184.61405418149647,-0.40506175396989796
201.61828848771205,1.0187988275436752
211.71334604260264,-0.9656073128510645
224.99812456909743,3.064295799968093
197.50085436296672,1.5447790691306347
211.18268840340698,0.6468963480985681
192.58353407390032,1.5926059532398513
221.54405714646342,-1.1541908646508228
201.08569588012483,1.7466837153817032
215.5673863161417,3.4548066185207142
197.50085436296672,1.550084172077729
202.14891635816323,2.6684602343483985
200.55304373504865,0.11559076416817282
232.43804826585156,-0.12879994666323835
212.9092755835567,-1.000133341905313
240.80842384023947,-0.2615953882749604
216.36140803779915,-0.7079324147028503
238.33470071099669,-1.0750560155057585
231.10946919947082,-0.9044962414250444
202.67957399735891,-1.0506139680408024
189.6610768902855,-0.9709528945908428
213.30823629714922,-1.3188990720832052
234.03287898290915,-1.026680286589852
215.96539442991067,-1.7492422131898957
231.2411363563295,-3.157185104756734
183.15184322112106,-1.9591092760725095
221.27774595829757,-1.5686175063635046
243.82748059970922,-1.9785164760591751
226.32771577279064,-1.053268900619802
255.68523482181024,-1.7280003714524508
254.22498859857086,-1.5208072899924518
245.19121655332714,-1.1807973369716622
248.64528397596115,-2.702949951544504
218.35719397432982,0.40514033044981446
210.51836910147213,1.0586680572322504
197.63156892000185,0.5007964797736997
211.71334604260264,-0.0039407295230882156
217.55831994732122,-0.2005426539325148
214.37148654393212,0.3706119202901137
230.71244345426985,1.3109961830879602
248.91165470161596,-0.2510042312243881
217.69293420988393,0.12356865798515626
254.49025788067974,-0.47411381207839565
214.37148654393212,0.1926207160936535
236.9534607356214,-0.5299221616627738
215.0328587401629,-0.8168537024999223
244.26156843179444,-0.6707335947787119
217.55831994732122,0.9470739785652889
233.901241594795,0.12356865798515626
232.3053392029359,-0.6069687813264188
232.57168015984624,-0.9709528945908428
204.14181472647883,0.057151293059315655
223.2696619580451,-1.2232822109992787
256.615805774422,0.3174799332338032
232.7043296852729,0.32813061792067577
210.38476697622193,-0.12879994666323835
243.59629653003606,1.1648963147630917
255.24724728419744,0.1186350074885767
248.51263445053445,0.3307831693942229
259.53832249552573,1.9990523200300974
218.35719397432982,1.3721310655685008
259.53832249552573,-0.23774266440937897
251.5678006970649,1.8688701416519633
270.0332933638324,0.0651089474799571
206.00105143205522,0.33343333976231815
259.53832249552573,1.1038042921806879
249.310585646464,0.8833091651129954
209.5887805174284,0.03591064187459647
228.67858329354243,0.6082355294268917
229.3818996507531,2.0707575248885046
220.08381092322404,1.6855940739047508
236.02476521391225,0.9152005009845872
244.66055891413146,0.1979460584370898
270.0332933638324,2.110628540406169
194.84268409289277,1.5553892750248228
232.7043296852729,0.23781766923111736
277.8711358681221,2.118586790103173
240.80842384023947,0.6043924252273358
313.4267456689454,0.5817064430332426
284.1150704864332,-1.1515573620208919
299.39176501267553,-0.40506175396989796
289.446920542458,0.3873879987523008
66.38120425288193,-0.5990111269057774
90.42535963620213,-0.423690332473754
116.46336598766146,-1.1834106002052511
95.60601423898586,-0.7663730763644327
29.448254182210917,-0.009266071866524506
40.006632476271335,0.07698947313279669
224.0695481223662,0.44500956013838966
196.17031055944997,-0.22178568622268546
207.5969240551698,-0.33601207696685265
213.57353534800257,-0.3280341831498692
231.2411363563295,0.37856957471075514
225.3961624516109,-0.06503275210549297
197.36722246897205,-0.2005426539325148
102.6469176846585,-1.8076816842987524
126.95738425614456,-1.7572201070068791
99.98975955189705,-1.1674952913639691
121.72308637579825,-1.099028985196667
96.13765424674956,-1.2763761003683571
73.95270580026126,-0.9549959164041502
70.09967766403472,-1.5845732939974715
107.16331252299636,0.38920240110673765
108.22659253852373,-2.737477171151479
91.08863703208,-1.6695418514999778
60.40161608560064,0.04388853569157991
56.948441725301166,-1.3242458443757101
54.55565981231402,-0.03315927452479084
90.29169797346296,-0.48743728763515737
96.40399520365989,1.6536801175313651
95.0753565997902,0.6708097901531764
116.19708456824009,0.4981034495074681
91.48762751441701,0.580478983172728
98.92746190493769,0.7186009576806129
269.10272241122067,0.10761287035118938
237.75135239406197,0.29358434947008494
257.9453672093707,-0.12612715579334832
287.5672624781646,-0.38116855131163163
280.129333287291,-0.33068673462341636
294.344772072631,-1.239199900946013
278.40468107553284,-0.11814807142363914
272.69048126533835,-1.2126303357596795
254.49025788067974,-1.1356206232305412
302.446931259206,-0.6175813683260589
256.3494945862561,0.6894002709698004
276.0109167939777,0.274993868653461
246.91682136490886,0.9337909818012111
222.47558069889868,1.0347343757813001
272.69048126533835,-0.6415340986206255
270.0332933638324,0.2032511613841841
293.01521063768223,-1.690782502684696
289.9610267597198,-1.4411247865934236
266.97717451747843,0.3254780664471286
263.12503944358645,0.2032511613841841
257.4127746017835,1.4358577813335618
289.02944366979557,-1.0293530774597413
161.22439441443095,-0.102193474342398
136.39103984605987,0.6389386936779267
152.19848131773134,-0.0039407295230882156
158.04339568496096,0.45033490248182595
120.31547129280895,-0.6521276367766502
133.86659077621408,-0.20852054774949824
153.52706038411208,0.3228255149735815
136.65544583457867,1.1011517407071407
157.91074615953428,-0.3731704180983062
123.23891084499176,0.46625259242856076
128.02066427167193,-0.06503275210549297
147.41672789105115,0.13420148438113877
139.71251728075617,0.6761172742057227
116.99402362685713,0.3174799332338032
128.02066427167193,0.6708097901531764
159.77096523367868,1.568712750581585
147.41672789105115,1.0559750269660193
129.87990097724835,-0.20317734711517144
203.21219637369063,-0.8513594921578296
221.54405714646342,-1.0213549442464158
213.57353534800257,-1.6270367380760193
245.05856702790047,0.17933771932957576
242.2677472323998,-0.24035592764296787
261.39657683253415,-0.6840368309391316
254.36347279791667,-1.1406352313124888
235.62678686888773,-0.7769642334150051
227.9216534275137,-0.452891019184567
266.97717451747843,1.9830971276724934
262.46077967914056,1.8555871448878856
238.94823453483954,-0.7424382043607567
222.73900431884945,-0.36786412459848616
232.7043296852729,-1.2418917406595185
230.17979130919366,-1.2205891807330476
241.07184746019027,-1.4304752924592776
177.9701764810248,-0.22709078916977976
241.33812887961162,1.0666257116528919
209.32345169783056,-0.5299221616627738
245.4574979727485,1.438510332807109
241.20547935418494,2.2593607208082425
243.9962396121966,1.8183883249637476
120.04918987338758,0.15011679322242122
153.52706038411208,0.4529672145590311
137.32071773633703,-0.24302633740740465
100.12240907732372,-0.30679115085969855
129.87990097724835,1.1542861088689036
143.82899880567797,-0.08097068144856934
128.68593617343032,-0.5006821867120026
82.4548378377413,0.3015420038907264
92.28554894160206,0.5858043255161642
84.7120826570867,0.8859617165865425
72.88948532222285,1.2100527891078712
100.01708725933459,0.07698947313279669
96.93459330536659,0.03854295395180163
84.11313551804164,0.42901448426446454
93.08347036878712,1.0002083467270513
73.95270580026126,0.2643634233629304
81.9232275987221,0.7876911134763427
49.77494829169083,-0.3731704180983062
67.58097396187458,0.9943377312351034
45.78921109254864,0.6043924252273358
46.5871325197337,0.9816202470158797
40.20953623868343,0.1873156131465592
28.652237954672927,0.38920240110673765
68.90470072290421,0.35200358118259967
40.874808140441814,0.9018996459296194
148.0800350556735,0.6601793448626458
122.04304084152669,0.8142594881099501
135.19514007385033,0.42374628845187656
141.57077161776456,0.12091610651160911
126.95738425614456,0.259040462124946
151.4014827216253,0.11028804232653044
85.64167124113041,-0.253637733854319
99.45910191270137,-0.23774266440937897
102.6469176846585,0.2537329780723998
111.9469711493236,-0.4714815000011905
72.88948532222285,-0.15540522843135118
79.13339017178947,0.03591064187459647
223.5369257460345,-0.17128243958540157
199.8897663391708,-0.04379210092077379
228.71859248613075,-0.26961376088462874
204.14181472647883,-0.36786412459848616
206.00105143205522,-1.1594971581506428
197.09995868098267,-0.5378798160834153
227.2553991571873,-0.6069687813264188
189.26211617669298,-0.8035326080486129
208.1275816943655,0.3467187176318478
176.90886120263346,-0.6202541591959481
194.04675717158824,-0.04646489179066293
187.66916089053794,-0.564485097851529
193.51413479525652,0.30419455536427353
244.79320843955813,0.15544213556585795
154.8556394504928,-1.6748850521343037
222.342931173472,-1.8183704666728575
232.7043296852729,-1.1940624754448503
236.82078144145024,-1.2870470244515717
218.2245742176476,-0.5193107652158595
232.03807541494652,-1.2923330785550498
228.71859248613075,-0.28555049967497936
223.8041895340239,-0.630846506799247
231.50840014431887,-0.025204001209601756
235.49413734346106,-0.47682589118824303
237.8830493196651,0.2909317979965378
260.73326966791177,0.580478983172728
243.33197984775074,0.9098751586411509
249.17695375246933,0.03591064187459647
229.7808901330901,-0.35731106523514633
232.43804826585156,-0.11814807142363914
234.43189923399066,-0.6122762653789646
211.18268840340698,-0.577710948084758
242.53405842056569,0.1129405938000776
224.2031800163609,-1.3773790219847468
190.5906952430737,-0.4927435811349774
205.86935450645208,-0.11814807142363914
260.06895036597695,-0.3333392860969635
260.73326966791177,-0.3838222933379054
248.11367373694193,-1.0319853895369464
253.6943011906307,0.017320161057972516
245.19121655332714,-0.6175813683260589
235.49413734346106,-0.33068673462341636
230.3114882347968,0.10496031887764223
202.81228306027455,1.1595912118159974
198.96017775512706,0.3360882723413172
207.5969240551698,1.1011517407071407
186.8732042004889,1.3933514773568776
244.66055891413146,0.08902477064001735
206.66438836542204,0.7292516423674855
257.810752946808,-0.06503275210549297
235.62678686888773,0.47157793477199705
229.91350988977229,0.1819902708031229
234.56353662210483,1.0267564819643167
239.0809435977552,-0.577710948084758
264.0537051965511,0.5060837244299039
209.72047744303154,0.30419455536427353
220.2164306799062,0.7903436649498894
282.78646165130795,0.6761172742057227
258.8740329623354,-0.12349484371614405
268.5711121722015,0.5937619799368052
253.82501574766582,-0.8779278667914365
222.47558069889868,0.34404592676195866
258.3433753231397,0.320130103601898
255.8764096988951,-0.1438009110109464
259.1412967503248,-0.5724046545849379
214.7675001518206,-1.16214970962419
241.07184746019027,-0.5246337264538434
220.08381092322404,-1.0851399970950517
222.47558069889868,0.2643634233629304
231.77468156374024,-1.1276236805699416
239.74323862506503,-1.2285885044990987
223.4032938520398,-0.8274460501032213
228.58692532927208,-0.9709528945908428
233.63490063788464,0.5645434349351031
221.54405714646342,-0.39177994775854685
257.9453672093707,-0.03315927452479084
217.1593592337287,0.3307831693942229
198.2968705905047,1.1648963147630917
221.14414383304737,1.0453648210718307
