Fitted_value,Residual_of_Young's_modulus
153.12709323120868,1.483695235640421
197.6325586426613,1.4597793092651146
173.5864376274265,1.3189636967655072
173.45375832831823,0.500780187450359
163.62304685864754,2.47189159851591
162.95878706948395,2.2699842950535745
145.95547496163832,1.5075683019326176
162.82709013898022,2.3072011338873097
176.775221002237,0.8408106568024976
212.64297230803373,0.7345438429630362
196.0367008445356,0.787676059324903
174.3833767156984,1.8290284497195417
153.39435702914318,-0.3439896695294129
149.80659804152168,-0.22180509704609275
161.09953541035082,-0.24835096574333448
184.8773953746737,-0.487435224350957
114.33783723290877,-1.283189814063138
156.30221275179196,0.412614615377632
151.80044908385383,-0.08896741279424081
178.23646453279088,0.93377655818353
140.1105008394228,0.9948890839088809
151.40150323978838,-0.46088935565371436
109.95312427264255,-1.0266841222292191
104.10913251903162,-1.6509769494603725
137.58505442266252,0.03854490613120909
129.6164821804475,0.20323358492301313
128.2869355803973,-1.0081352307055589
136.65542115090958,-0.7956158897210068
130.67779749833136,-0.4528923784801311
143.96262117228352,-1.0266841222292191
108.22656679699051,-1.5420730499517905
100.26775870333,-1.3615249498514705
135.06251045859756,-1.2206129021648664
109.55514591280891,-1.6456908725434891
324.8972057306473,-0.11022839513246385
339.11359764481597,-0.5538754965184367
296.33568696199274,-0.309483730952377
189.92446292438555,0.5937460888313915
185.14370657274924,-0.575078141521316
158.76329914058005,1.4258757929673447
145.4238498184646,0.8700317090205143
174.64872042954215,1.9352976446747312
154.32399030089616,0.030564596767724606
142.3677457427624,2.0999892998611958
148.7443450081516,0.5724851064931684
245.32484269171528,-0.07037685174533603
178.76907204456916,1.2605442129288926
194.04674950787611,1.5979018798759852
195.11001467859634,0.43968790120869894
201.48368172254465,0.8009412550474071
214.90213729546406,-1.1382572524692547
178.37009643175816,-0.09694534104199715
195.37534350806732,1.225977555900784
206.00104421317354,-0.6468616373831599
220.6144321185713,3.0563132381551767
191.12133022532745,1.725411817685707
205.33871939247348,0.8593988367356746
186.33960638945936,1.7705708680312742
216.6286947711161,-0.8620133018053773
194.70907432857618,1.9060587340887523
210.12041345959597,3.4654353520382872
191.12133022532745,1.7280643806070621
195.90500391403188,2.766765993917142
194.17649658554348,0.3838793107681937
229.1165793567964,0.030564596767724606
207.3306056975965,-0.6840403783652427
238.94824342632606,-0.16599531604772366
210.91540269503153,-0.42101995389862346
236.0248037653593,-0.9018446057088143
227.52265652713425,-0.6840403783652427
196.43564668860103,-0.70795392362482
183.15182026762622,-0.622945711007854
207.59690201129925,-0.9815667414088978
230.84313683244844,-0.8194889560132035
210.51840670380244,-1.3933211787296722
227.65533582624252,-2.7906206065624444
176.775221002237,-1.5500533593152745
216.3614309731816,-1.2498518127508458
242.80034887481398,-1.7944451248813351
221.94302611876248,-0.7929216572744053
257.6780981254509,-1.6988242794632198
255.68524433609613,-1.4863049384786668
244.39427170447613,-1.0665940029516907
248.6453229970295,-2.522312914621078
213.17362996697568,0.6096817058432129
204.6714827287506,1.24458835643338
191.38765630777579,0.7478447554214656
206.00104421317354,0.25106305655789773
212.24694380103642,0.04917539730032061
208.9235163899085,0.5910959070257644
226.99104626833332,1.3853813483335684
248.91163419510502,-0.23775976298374069
212.37959333139912,0.3467017603439757
256.08515766439336,-0.5113725807678176
208.9235163899085,0.4237296635974577
234.43184841992894,-0.38118626887945783
209.56050800810885,-0.5198743544758058
243.1993096032522,-0.5804237463314079
212.24694380103642,1.1170962769916208
230.57782288735027,0.2537156194792525
228.98488242629267,-0.4157124469401845
229.25119362436823,-0.758418099813098
198.03055188686776,0.32546101748944345
218.6225606978211,-0.9363707837695419
259.0076447255011,0.1979308401960309
229.31165394666772,0.45300905315081863
204.5378359454105,0.1368540312066049
242.40138814637575,1.1409717243995456
257.0138234519145,0.030564596767724606
248.5126734666668,0.3121577239152864
262.85876780538445,1.725411817685707
213.17362996697568,1.5102613438213544
262.85876780538445,-0.36260047006200935
252.36378166217736,1.7121466219632029
277.20588916582506,-0.2536572821439096
199.75614187828802,0.5804630347409248
262.85876780538445,0.8886198889536914
249.4413094854424,0.8142445486215646
203.6101822952395,0.29356716286638074
224.6021342032356,0.7424991506113736
225.52980273777945,2.1026412675036186
215.1694010933986,1.797157215695898
233.23498111898704,0.9763009039757042
243.72898489358957,0.2271495112983195
277.20588916582506,1.6563416031962905
188.35883528740962,1.7362970882377495
229.38189330189456,0.3705974472355913
288.63342591785323,1.5049133578955338
238.94824342632606,0.6442281233876308
351.7331345078815,-1.151580785527103
298.1948939680075,-1.6988242794632198
323.9685697118717,-1.4676786606938368
306.8316554738044,-0.405081955771073
78.46910355850747,-1.0957745762023263
96.80097989779868,-0.6787328714068037
117.39297382437921,-1.151580785527103
100.91938165998934,-0.9470000843807886
51.900431137021314,-1.0081352307055589
59.33833827810804,-0.787616531431695
219.41851741748837,0.6176620152066978
189.68349981318252,0.07697135175493397
201.61829599011648,-0.04911586940711299
207.86126335653844,-0.05709379765486933
227.65533582624252,0.5113904391357798
221.01244024715055,0.13153104699593188
190.85698376446106,0.0969643899678232
106.38879328780278,-1.8511097264261736
126.16140249193425,-1.6111646944827616
104.24082944953533,-1.279072864968862
121.9103363150081,-1.0347191972544545
101.18566308931929,-1.4171966261375974
84.18238819240567,-1.345510756020614
81.25891132050694,-1.9724573367309874
109.95312427264255,0.23779786083539323
110.8837250286273,-2.671067166958924
97.3326050409724,-1.8315821963381715
74.08439804042766,-0.5671002132735596
71.56087914994453,-1.8847560822252838
69.83528171633787,-0.70795392362482
96.66830059869041,-0.7397882503546747
101.45099191879027,1.3189636967655072
100.38870911667462,0.38918562716876837
117.39297382437921,0.4157743559491207
97.59888647030235,0.26967385709049374
103.44387547689065,0.47156151634807086
275.7446307508984,-0.19523660774943075
235.35954672321836,0.3812279384047028
260.73326448566695,-0.23506553053714008
303.7765188823339,-1.0744945449382763
292.08557338492557,-0.8327934401452248
315.0050366856997,-2.0719177312610286
289.2947832543215,-0.5963784122690559
280.927265168041,-1.4968961412382606
255.9515406497989,-1.1303174220731513
329.6808943037245,-1.7785273662374763
258.46726757112305,0.5489215852456542
285.9743327177529,-0.1766079488488721
246.41347083368078,0.8946464928620843
217.8255918408036,1.1781861821175528
280.927265168041,-0.965629933839212
277.20588916582506,-0.12612472373476802
312.94292590972265,-2.458585923826025
307.49692740031816,-2.12651552435368
272.82117620555886,0.04650259489527464
267.6414888942299,-0.003959200177274802
260.0689451590122,1.2313053023429137
306.03373401692795,-1.7147420381070786
156.18419455988825,0.1262259211532215
134.13192458698563,0.6920171160551338
148.0800405658696,0.1793402791471257
153.2617074987805,0.6309450692971645
120.71443649829799,-0.6255780344455184
132.00637661414976,-0.1181682255285672
149.27597015132534,0.4901294567975567
134.5298880624465,1.1250563468714145
153.2617074987805,-0.13942920786679025
123.10528353185923,0.4423404641300537
127.09103576368722,-0.022548570668315726
143.6963248585808,0.28295572062309615
137.0543967637206,0.7478447554214656
118.05724849791561,0.2537156194792525
127.09103576368722,0.6654712473578912
154.85561544406985,1.680273006823831
143.6963248585808,1.1436219062051727
128.68591119320834,-0.13677664494543507
197.00239895157455,-0.5198743544758058
216.6286947711161,-0.7397882503546747
207.99391288690114,-1.2710937461632419
244.1279456220278,0.2059063873280591
240.6748306707237,-0.15805667620948416
265.1169801929558,-0.8062059019227368
255.8188911194362,-1.1356249290315903
232.9696522895161,-0.6016835381117662
223.93686227672185,-0.2456984028219793
272.82117620555886,1.5925967540332748
266.57823860788244,1.5474198453197459
236.82076048502665,-0.5963784122690559
217.8255918408036,-0.13414432150777067
229.25119362436823,-1.0107270751758417
226.4594062407868,-0.9762806644920135
239.3462366705325,-1.2568177668140628
171.85985038302886,0.05713308606438616
239.5325592491995,1.0738302136500733
203.3780158483592,-0.2334285134739158
244.5278887190706,1.380076222490858
239.47989833824536,2.1876482895627216
242.80034887481398,1.7493253629452852
120.39838172633644,0.11861706584335607
149.27597015132534,0.6123568893639875
135.06251045859756,-0.12612472373476802
104.37347897989802,-0.4768464027070909
128.68591119320834,1.130361472714125
140.64115849836475,0.06245845139078687
127.75434295299183,-0.42369037518794084
90.68967969313483,-0.08096924506279368
98.13052649784885,0.28295572062309615
92.28555237563334,0.4874792749919301
83.38445929334281,0.6628389239202268
104.24082944953533,-0.1181682255285672
101.8499675316013,-0.18193331417527325
91.8866065315679,0.054482904258759124
98.92748047049353,0.6787543014483579
84.18238819240567,-0.2031942965134963
90.29170133330118,0.3705974472355913
66.38117695424279,-1.0824903315539958
79.39970431449221,0.4024686812592351
63.589404455034185,-0.22180509704609275
64.12199708243966,0.13948873575999743
59.47197761926168,-0.6813878154438875
51.368813436034,-0.6442090744618048
80.3283403332678,-0.18193331417527325
60.00262783601721,-0.006632002582319885
144.49327883122547,0.7797183705608375
122.17469766024729,0.7558048253012593
133.20034146239632,0.48217176803349115
138.6473074560326,0.240452804872477
126.29504927527431,0.2749789829332041
147.416733376565,0.28295572062309615
93.0834738325098,-0.5645059876875482
103.97646810429613,-0.4157124469401845
106.3663625379984,0.0730710841919362
113.80621208973506,-0.5273272467054664
83.51713859245109,-0.6069898545123413
88.16713572906988,-0.36260047006200935
218.88787464291926,0.043870271457610244
193.51415688047064,0.23779786083539323
224.6021342032356,-0.07566411922008331
198.03055188686776,-0.07037685174533603
199.75614187828802,-0.8141433512031115
190.5906725663855,-0.22180509704609275
223.13700585138184,-0.38118626887945783
182.88745892238703,-0.46617662312846164
202.14893876468562,0.5857884000673259
170.79660009668143,-0.309483730952377
187.66918275825512,0.240452804872477
181.29160112426132,-0.2456984028219793
187.13659013084964,0.5671775995347299
243.82750455712983,0.18801825541900996
150.4728672210128,-1.3694052523543654
217.6929423104409,-1.4863049384786668
229.38189330189456,-0.9682634478347403
234.165566990599,-1.085142894475351
212.90925373736368,-0.2536572821439096
228.58690406645903,-1.053291899935398
224.6021342032356,-0.09427253863695118
219.15516820959937,-0.3865140153215867
227.92163213994525,0.13153104699593188
232.57167392968242,-0.3200558847861439
235.4941609907902,0.37855513599965684
264.4526757506738,0.3838793107681937
242.135091832673,0.9072104500025966
249.4413094854424,0.02793227333006021
226.06142788095315,-0.16599531604772366
229.1165793567964,0.03854490613120909
231.24113007665488,-0.43430300798909016
205.47136892283618,-0.28285690432037125
241.07184154632557,0.16870740686228602
219.55214931645565,-1.085142894475351
184.2140881853691,-0.1766079488488721
199.75614187828802,0.15807929680890265
263.5240397318982,-0.46354191857506954
264.4526757506738,-0.5193290789740193
247.98006595488852,-0.9576305755499002
255.0219222624187,-0.04381074356440262
244.26159240536785,-0.537900591097098
232.70432346004512,-0.18193331417527325
226.5920855398951,0.2616935477270088
196.56930835631388,1.3561602961155517
192.58357100885868,0.5910959070257644
201.61829599011648,1.2924154469525364
180.49466203598945,1.5846164446697903
243.72898489358957,0.1262259211532215
200.68771011850453,0.9497324146790427
260.46693840321865,-0.1766079488488721
232.70432346004512,0.5671775995347299
226.19407741131585,0.3360712691748642
231.50839387458942,1.0905301688106874
236.82076048502665,-0.4422809362368465
268.8374035953128,0.2616935477270088
203.8774758619196,0.5459368566801976
215.24062281723,0.9602843290291192
296.07035813252173,0.04650259489527464
261.93013178660885,-0.2456984028219793
275.0823208145711,0.266980815201757
255.28723620751688,-0.8806205306643804
217.8255918408036,0.5300012396683758
261.133192698337,0.17666509562635158
257.8107774245592,-0.22445765996744704
262.1945080162208,-0.6680642823860392
209.3234594869513,-0.8407713683929812
239.3462366705325,-0.4113454806944352
215.1694010933986,-0.7902702849109149
217.8255918408036,0.4556032787368296
228.32059286838347,-0.8991920427874591
237.61966431050766,-1.0559242233730624
218.88787464291926,-0.5671002132735596
224.6021342032356,-0.7318293710327453
230.44611107247377,0.6654712473578912
216.49504798777605,-0.15007993851959256
260.60253503939504,-0.1474071361145466
211.84700070399361,0.5432640542751517
192.05193098131218,1.3694457313217465
216.23168389551424,1.1914513778400568
