Young's_modulus(GPa),Yield_strain
13.810526383409966,0.008601554114829602
16.936791314962814,0.007002669265291276
10.858523162408314,0.00800385805271025
12.792703663854656,0.007604975078324839
14.089495388561105,0.007002669265291276
13.705903728649709,0.007002669265291276
12.770431666654803,0.009000910342093372
10.766613411568903,0.007604975078324839
11.369952231878784,0.008501963404158552
9.068733018860883,0.007002669265291276
9.173355673621138,0.008601554114829602
9.347702024012019,0.007904229392515935
10.341716207739328,0.008203552908778871
5.256863249277437,0.008601554114829602
6.941943493922166,0.007700031937128205
7.406864924712212,0.00830274403329319
8.409413408582637,0.007403851534321548
10.672572038920784,0.005304115573710475
14.194036007784435,0.00800385805271025
12.869080050884603,0.007799622647799254
12.264803681581277,0.00800385805271025
13.392201137594169,0.008103482248254768
30.12762385673279,0.005603041736141578
31.58058520071969,0.004502184106680128
33.02176988762781,0.005304115573710475
26.129804265813195,0.0063003262766070794
31.324829648215992,0.004801105804461435
18.901097088580496,0.006703816769581804
24.63033658529725,0.004801105804461435
25.548741349157307,0.004701441427068754
18.819514700334167,0.0052044869135161615
20.60930354173022,0.0058022588746820414
21.690192056911307,0.00570262798216283
17.169082099602775,0.0052044869135161615
18.41799892668002,0.007604975078324839
24.11916273749722,0.006200702081062562
19.447173801964304,0.008103482248254768
22.887224662260998,0.006001516195070668
22.736349590490754,0.006200702081062562
24.607295016631944,0.005304115573710475
22.91060869673919,0.006106118475137555
21.96907512007138,0.0052044869135161615
26.176485090627132,0.006106118475137555
17.64586222300853,0.005603041736141578
17.111306945033064,0.007002669265291276
15.85095332238716,0.007004019821854519
23.596210930467024,0.006404930788998864
22.596907407835026,0.006903074089970431
19.237925888141028,0.0072018506866333735
15.704857146180728,0.0058022588746820414
17.738709522841383,0.00830274403329319
15.172006384361405,0.007903055189619628
24.56104129747058,0.006404930788998864
22.201621126381777,0.006703816769581804
23.48015278228949,0.0072018506866333735
23.46854800919284,0.007500774616739579
19.075270252837864,0.010006231162898402
20.07483290359444,0.007102293460835794
2.1537251773052724,0.005901847353028192
3.188020111814872,0.006200702081062562
20.12117256474687,0.004801105804461435
17.901280518304862,0.009104671035673742
14.949529914670888,0.00800385805271025
14.810087732015162,0.006903074089970431
14.891328956599988,0.007904229392515935
14.84490725991063,0.008601554114829602
15.879285532108536,0.00800385805271025
7.523094956871878,0.004900700979782279
3.280952702563104,0.006504597398716443
4.536100323992626,0.006106118475137555
6.000497161396803,0.004502184106680128
7.49988280637582,0.005304115573710475
7.61602754762011,0.0050002537409300635
6.128418559719874,0.004801105804461435
4.919779228046465,0.006604226058910756
6.105121118308439,0.0036006641613036284
4.745349539967281,0.004502184106680128
10.626147737928665,0.007306524401096993
9.440719905675627,0.006504597398716443
7.80197932218333,0.007002669265291276
10.32396788443285,0.0088057850550908
9.649883179659215,0.008203039474052348
28.2452442393257,0.005603041736141578
20.10734632139631,0.008101799075281734
22.248046729525274,0.006404930788998864
22.03947984087363,0.009502453473884478
25.327886057934624,0.00509992035064764
29.418895414499957,0.006703816769581804
29.82570182921017,0.004701441427068754
26.850313271578948,0.00570262798216283
22.613461658326244,0.006902270453007179
25.329507236402456,0.005101712907540674
27.17579251971327,0.004801105804461435
25.630153155572884,0.006200702081062562
22.038882153390308,0.004900700979782279
29.194030799178915,0.005002412399106355
30.77866569068974,0.004900700979782279
26.606501051530643,0.006200702081062562
27.222384798233378,0.006001516195070668
10.159435848991414,0.008603380156596101
14.449708222599828,0.006803407480252852
15.158693188654476,0.007799622647799254
11.13749216755945,0.008706156394896487
13.380510422506454,0.008103482248254768
11.009654758000375,0.008103482248254768
10.347263372617215,0.00570262798216283
6.407302925031326,0.008501963404158552
8.418032348565436,0.0088057850550908
14.135919689553221,0.008103482248254768
12.729639170380258,0.008601554114829602
12.532166611484385,0.006703816769581804
9.62658508717209,0.007700031937128205
7.046567450833803,0.006200702081062562
13.798921610313316,0.006604226058910756
11.788362117534266,0.008203039474052348
9.080425036099978,0.006604226058910756
13.239789527195779,0.008101799075281734
15.390983973294437,0.008103482248254768
14.426496072103768,0.0072018506866333735
12.357821563244885,0.008601554114829602
22.201621126381777,0.007002669265291276
12.55546470397151,0.006604226058910756
12.997000798131985,0.006803407480252852
11.218819334135343,0.010105864287742511
12.032343617261944,0.011201665701310166
8.162274191758979,0.010399696284756555
10.30075443178541,0.009503152191577525
6.941943493922166,0.01199862354846794
7.197700999652934,0.009906602502704089
6.511841591027586,0.009298921251316327
7.49988280637582,0.00960273843759878
17.680680448752618,0.007102293460835794
19.098568345324992,0.006404930788998864
13.72928515882514,0.008706156394896487
16.332430305819802,0.006703816769581804
25.676577456565006,0.006106118475137555
23.410347051121942,0.006703816769581804
19.444698412191332,0.007604975078324839
26.304150616204076,0.006106118475137555
22.2945543682057,0.006106118475137555
24.0727384365051,0.007002669265291276
24.607295016631944,0.006200702081062562
19.912007988611904,0.006200702081062562
24.63033658529725,0.004801105804461435
22.75956174098681,0.006903074089970431
21.713573487086737,0.007406119576417838
22.861965529795913,0.007604975078324839
21.492634858175748,0.007700031937128205
22.131900035053917,0.00800385805271025
21.244387510527893,0.007604975078324839
22.64324576683608,0.006106118475137555
20.946474807103634,0.006803407480252852
21.62055690757451,0.0063003262766070794
20.981461010375718,0.007102293460835794
9.696307480651333,0.00800385805271025
12.79936026170812,0.007500774616739579
11.718557688518098,0.00800385805271025
9.767479168616276,0.008002431597100478
8.836272954541549,0.008501963404158552
8.836272954541549,0.00800385805271025
5.570565840332977,0.006200702081062562
5.524056248425483,0.005503299227377469
5.535577032758136,0.0088057850550908
5.314893625517584,0.008103482248254768
4.536100323992626,0.007799622647799254
6.477364528945003,0.010803773879179433
6.895435204166052,0.008501963404158552
5.245173185265411,0.009702371562442889
8.301716374414706,0.009503152191577525
8.278504223918645,0.008706156394896487
11.985834676430141,0.008601554114829602
12.845869202539925,0.008601554114829602
13.334001481674651,0.008601554114829602
9.651505660278428,0.008903880108080242
14.926233124335143,0.007500774616739579
20.528061014994012,0.006200702081062562
16.727628040979226,0.006803407480252852
14.647348759023693,0.007799622647799254
16.088447503940746,0.007406119576417838
16.227975628587537,0.007306524401096993
18.633648216686325,0.0072018506866333735
20.458170643986776,0.007002669265291276
17.471519779071787,0.007102293460835794
17.634172810072194,0.00800385805271025
20.342112495809243,0.006504597398716443
22.004063927646218,0.006200702081062562
21.295164903582634,0.006106118475137555
23.108164593323366,0.006001516195070668
22.75956174098681,0.006404930788998864
23.410347051121942,0.006001516195070668
3.8854003047728707,0.007002669265291276
3.810899666805506,0.008903880108080242
3.2577405520670446,0.007700031937128205
5.187057518109889,0.007002669265291276
4.385138659155626,0.008501963404158552
4.9039925957936354,0.007604975078324839
4.361841217744191,0.009104671035673742
4.937103701078824,0.007801343770295553
4.826761346382858,0.007406119576417838
9.510356357163804,0.008601554114829602
8.46437070756649,0.0088057850550908
8.138977401423235,0.008601554114829602
8.580600739726156,0.007700031937128205
8.580600739726156,0.008203039474052348
12.915590293867787,0.009104671035673742
7.232517923245642,0.007799622647799254
8.859654384716979,0.008501963404158552
7.5928147460483615,0.009403519066733416
7.174319569477502,0.006703816769581804
5.511256100362189,0.006902270453007179
4.687319163727132,0.006903074089970431
7.023271962649438,0.0072018506866333735
5.814631979900339,0.007002669265291276
4.379420261371298,0.007604975078324839
5.756516312744816,0.007306524401096993
7.75538313720908,0.00800385805271025
7.383567483300777,0.0088057850550908
6.988367794914284,0.009298921251316327
6.988367794914284,0.009702371562442889
9.394126325004137,0.010200514863414455
8.882866535213038,0.008601554114829602
8.754947090117035,0.00960273843759878
10.567946779857767,0.010703560349861863
12.845869202539925,0.009104671035673742
13.833823173745712,0.00920426174634479
4.327022992000103,0.007002669265291276
5.756516312744816,0.007700031937128205
3.0253657786630868,0.007700031937128205
7.511487579472469,0.010006231162898402
7.697354063120312,0.007102293460835794
5.837844130396398,0.00960273843759878
4.745349539967281,0.010803189010056176
7.388090506118463,0.008903880108080242
6.732695580098891,0.010803189010056176
8.68531063862886,0.008601554114829602
9.766113211818881,0.007799622647799254
5.042068821651965,0.009000910342093372
4.230420287587945,0.007604975078324839
5.035838678375381,0.009403519066733416
5.233567110017381,0.0072018506866333735
5.814631979900339,0.00830274403329319
6.941943493922166,0.006803407480252852
8.034354746662977,0.007700031937128205
7.5695192578639965,0.009403519066733416
5.616135930019954,0.006902270453007179
6.802416671426753,0.006504597398716443
3.002068337251652,0.006404930788998864
7.151106767905754,0.007700031937128205
8.975884416876646,0.005901847353028192
9.347702024012019,0.006703816769581804
9.487144206667743,0.005503299227377469
14.356774980775905,0.005901847353028192
13.775624819977573,0.007002669265291276
16.193157402843447,0.0058022588746820414
12.81096503480477,0.006106118475137555
12.938971724043219,0.007500774616739579
14.101018126120827,0.006504597398716443
11.1490969406561,0.007102293460835794
12.770431666654803,0.007801343770295553
9.754505834419472,0.007500774616739579
6.511841591027586,0.005901847353028192
19.05214664863563,0.006703816769581804
17.750316900240794,0.00960273843759878
14.008084884296904,0.00830274403329319
19.00538118398201,0.009000030806083591
16.437054262731436,0.008103482248254768
24.80493685520719,0.0063003262766070794
19.34263448489235,0.006604226058910756
21.85310161173353,0.007406119576417838
25.60685506308576,0.0058022588746820414
25.142022178589542,0.0058022588746820414
25.816102976909036,0.007002669265291276
24.95589917111988,0.0063003262766070794
13.438711380577352,0.005304115573710475
14.85651203300728,0.00509992035064764
13.601363109426378,0.005304115573710475
14.275361872208947,0.0050002537409300635
14.926233124335143,0.005403820132951317
